,title,studio,domestic_gross,foreign_gross,year,genre_ids,id,popularity,release_date,vote_average,vote_count
24587,Tales from the Hood 2,,,,,[27],470614,6.045,2018-07-13,3.7,11
24588,Icebox,,,,,[18],543772,6.035,2018-12-07,7.8,10
24589,Ronnie Coleman: The King,,,,,[99],532944,6.035,2018-06-22,7.7,26
24590,Days of Power,,,,,"[18, 28]",434129,6.009,2018-02-20,5.3,12
24591,The Padre,,,,,[18],537617,6.007,2018-09-28,6.0,29
24592,They'll Love Me When I'm Dead,,,,,[99],538002,6.001,2018-08-31,7.4,41
24593,Cola de Mono,,,,,"[53, 18]",533109,5.995,2018-07-15,6.7,5
24594,Mayaanadhi,,,,,"[18, 10749]",458741,5.994,2018-03-08,7.9,16
24595,The Sentence,,,,,[99],492638,5.989,2018-01-20,7.1,5
24596,Ouija House,,,,,[27],501851,5.982,2018-05-05,4.0,12
24597,Skate Kitchen,,,,,[18],491474,5.977,2018-08-10,7.1,37
24598,Braid,,,,,"[53, 18, 27]",510284,5.972,2019-02-01,6.4,18
24599,Cinderella and the Secret Prince,,,,,"[16, 12, 10751, 14]",543583,5.971,2018-10-01,4.0,2
24600,Bert Kreischer: Secret Time,,,,,[35],542694,5.965,2018-08-24,7.0,15
24601,Lethal Admirer,,,,,"[53, 10770]",520145,5.96,2018-04-15,6.2,3
24602,Big Legend,,,,,"[28, 27, 53]",526224,5.955,2018-07-01,5.7,29
24603,Scenes from a Marriage,,,,,"[18, 10749]",133919,5.952,2018-11-20,8.2,88
24604,Jim Jefferies: This Is Me Now,,,,,[35],532374,5.934,2018-07-13,7.1,30
24605,The Man from Earth: Holocene,,,,,"[18, 878]",415312,5.926,2017-06-10,6.1,55
24606,Betrayed,,,,,"[80, 28, 53]",551947,5.919,2018-10-02,6.2,6
24607,Flight 666,,,,,[27],527642,5.891,2018-05-31,5.2,15
24608,Above Suspicion,,,,,"[53, 28, 80]",421473,5.879,2018-06-01,6.8,2
24609,Jonathan,,,,,[18],422619,5.874,2018-11-16,5.9,70
24610,Time Share,,,,,[18],387827,5.872,2018-01-20,5.4,18
24611,Here and Now,,,,,"[10749, 18]",484355,5.871,2018-11-09,4.9,17
24612,Meeting Gorbachev,,,,,[99],541576,5.87,2019-05-03,10.0,3
24613,The Keeping Hours,,,,,"[18, 14]",364220,5.868,2017-06-15,6.6,42
24614,Devious Nanny,,,,,"[53, 10770]",487088,5.861,2018-03-02,7.5,4
24615,The Escape of Prisoner 614,,,,,"[12, 35, 80]",505418,5.853,2018-04-27,6.3,12
24616,Most Likely to Murder,,,,,[35],503758,5.828,2018-03-12,5.9,18
24617,Maine,,,,,[18],510041,5.806,2018-12-13,5.4,10
24618,Daddy Issues,,,,,[18],501577,5.804,2018-01-28,4.5,2
24619,Coldplay: A Head Full of Dreams,,,,,"[99, 10402]",554152,5.791,2018-11-14,8.0,44
24620,"When I Get Home, My Wife Always Pretends to be Dead",,,,,[35],483119,5.759,2018-10-01,7.3,6
24621,The Crucified Lovers,,,,,"[18, 10749]",35861,5.754,1958-01-01,7.9,40
24622,7 Splinters in Time,,,,,"[9648, 878, 53]",532163,5.75,2018-07-13,5.2,5
24623,Last Scene Alive: An Aurora Teagarden Mystery,,,,,"[9648, 10770, 80, 18]",494466,5.747,2018-01-07,6.8,12
24624,The Third Murder,FM,89300.0,,2018.0,"[18, 9648, 80]",434775,5.722,2018-09-28,6.5,78
24625,Outside In,,,,,[18],472805,5.709,2018-03-30,6.5,25
24626,Sick for Toys,,,,,[27],546476,5.707,2018-09-04,5.0,6
24627,Blurt!,,,,,"[10751, 35]",467181,5.685,2018-02-19,7.1,15
24628,John Mulaney: Kid Gorgeous at Radio City,,,,,[35],520594,5.683,2018-05-01,8.2,76
24629,Zama,,,,,[18],326382,5.671,2017-09-30,6.9,50
24630,Aura,,,,,[27],541042,5.668,2018-08-07,3.5,4
24631,Slice,,,,,"[35, 27]",347392,5.645,2018-09-10,4.2,35
24632,On the Ropes,,,,,[28],533509,5.64,2018-07-03,3.0,2
24633,Poinsettias for Christmas,,,,,"[10749, 10770]",542602,5.63,2018-11-23,6.2,11
24634,Malicious,,,,,"[53, 27]",426375,5.621,2018-06-23,5.5,44
24635,Alien Predator,,,,,"[28, 878, 12, 27]",548257,5.617,2018-09-11,2.6,7
24636,Flower,,,,,"[18, 35]",421471,5.612,2018-03-16,6.4,96
24637,The Beyond,,,,,[878],449575,5.606,2018-01-09,5.1,64
24638,Indivisible,,,,,"[18, 10752]",514407,5.599,2018-10-26,5.4,13
24639,Yellow is the New Black,,,,,"[16, 35, 10751, 80]",553903,5.598,2018-09-11,6.1,10
24640,Breaking & Exiting,,,,,[35],533550,5.596,2018-08-17,5.8,27
24641,Freak Show,,,,,"[35, 18]",440424,5.589,2018-01-12,7.2,49
24642,The Neighbor,,,,,"[53, 18]",415311,5.581,2018-01-26,4.8,32
24643,Blaze,,,,,"[18, 10402, 36]",489928,5.575,2018-09-07,6.8,8
24644,Quincy,,,,,"[99, 10402, 36]",504561,5.571,2018-09-21,8.0,34
24645,Amazing Grace,,,,,"[99, 10402]",356199,5.565,2019-04-05,7.5,4
24646,Gauguin: Voyage to Tahiti,Cohen,200000.0,3100000,2018.0,"[18, 10749]",446132,5.553,2018-07-11,5.6,48
24647,Penguin Highway,,,,,"[16, 12, 35, 10751, 14]",508422,5.534,2018-12-31,7.7,21
24648,Hannah,,,,,[18],468287,5.53,2018-03-09,5.8,28
24649,Dead Night,,,,,[27],436973,5.524,2018-07-27,4.4,19
24650,Alien Psychosis,,,,,[27],527014,5.52,2018-02-24,5.4,5
24651,Welcome to Mercy,,,,,"[18, 27]",552950,5.517,2018-11-02,5.7,13
24652,Pimp,,,,,[18],417688,5.497,2018-11-09,6.9,7
24653,Mrs. Claus,,,,,[27],516834,5.488,2018-05-04,4.5,6
24654,Spivak,,,,,[35],523900,5.485,2018-05-11,6.1,13
24655,Alex & Me,,,,,[10751],528911,5.474,2018-06-12,7.3,30
24656,Mad Genius,,,,,[878],464742,5.471,2017-12-09,6.4,5
24657,Marrying Father Christmas,,,,,"[10749, 18, 10770]",549304,5.468,2018-11-04,5.0,10
24658,Night Comes On,,,,,[18],489998,5.464,2018-08-03,6.7,6
24659,Knuckleball,,,,,[53],466174,5.463,2018-04-17,5.8,12
24660,Orphan Horse,,,,,"[18, 10751]",564766,5.458,2018-11-20,9.0,5
24661,After Everything,,,,,"[35, 18, 10749]",448557,5.456,2018-10-12,6.6,13
24662,Jumpman,,,,,"[18, 80]",445559,5.452,2018-10-13,5.6,5
24663,Hell House LLC II: The Abaddon Hotel,,,,,[27],532973,5.445,2018-09-14,5.4,29
24664,I'd Kill for You,,,,,"[35, 18, 10749]",308805,5.441,2018-04-17,5.7,6
24665,Hope Springs Eternal,,,,,"[35, 18]",527632,5.436,2018-08-10,4.9,15
24666,The Bleeding Edge,,,,,[99],511815,5.435,2018-04-21,6.7,27
24667,Sofia,,,,,[18],517963,5.43,2018-10-12,6.9,9
24668,Jesus Christ Superstar Live in Concert,,,,,"[10402, 10770, 10751]",495029,5.428,2018-04-01,7.4,15
24669,Island Zero,,,,,[27],457685,5.422,2018-05-15,4.1,13
24670,Murdered at 17,,,,,[18],507787,5.409,2018-07-07,8.0,2
24671,What Still Remains,,,,,"[53, 18]",433637,5.403,2018-08-14,5.1,28
24672,Don’t Leave Home,,,,,"[53, 9648]",502167,5.403,2018-03-10,5.0,13
24673,Battalion,,,,,[878],497328,5.401,2018-01-09,3.0,9
24674,Porndemic,,,,,[99],567320,5.385,2018-12-04,6.1,7
24675,The Public,,,,,[18],331986,5.385,2019-04-05,6.0,5
24676,Nancy,,,,,"[53, 9648]",480853,5.384,2018-06-08,5.7,23
24677,End of the World,,,,,[878],573641,5.38,2018-12-20,3.5,12
24678,Delirium,,,,,"[53, 27]",401732,5.378,2018-01-19,3.6,14
24679,Another Time,,,,,"[878, 35, 18, 10749, 10770]",337426,5.372,2018-04-24,6.4,5
24680,Skin,,,,,[35],569485,5.362,2018-08-18,7.5,29
24681,Girl Lost,,,,,[18],525102,5.361,2018-05-01,4.1,54
24682,Killing Joan,,,,,"[28, 80, 18]",515815,5.358,2018-04-03,4.7,6
24683,Fast Color,,,,,"[53, 18, 878]",450487,5.352,2019-03-29,5.5,9
24684,Back Roads,,,,,"[53, 18]",465929,5.346,2018-04-20,6.0,22
24685,Cruise,,,,,[10749],365240,5.34,2018-09-28,6.4,21
24686,Izzy Gets the F*ck Across Town,,,,,[35],373209,5.338,2018-06-22,6.1,21
24687,The Incantation,,,,,"[12, 14, 27, 9648, 53]",537542,5.33,2018-04-27,4.0,6
24688,The Sweetest Heart,,,,,"[10749, 10770]",511022,5.323,2018-03-17,6.4,7
24689,American Chaos,,,,,[99],530454,5.316,2018-09-14,6.1,7
24690,Tom Segura: Disgraceful,,,,,[35],497520,5.295,2018-01-12,7.0,16
24691,El Chicano,,,,,"[18, 28, 80]",547590,5.274,2019-05-03,9.0,1
24692,"Blood, Sweat and Lies",,,,,"[53, 10770]",496671,5.273,2018-01-05,4.5,11
24693,Do You Trust this Computer?,,,,,[99],516503,5.259,2018-04-05,7.3,19
24694,Feral,,,,,"[53, 28, 18, 27]",436494,5.258,2018-05-25,5.1,32
24695,Cover Versions,,,,,"[9648, 53]",496245,5.255,2018-01-03,6.6,10
24696,Inhumane,,,,,[53],344276,5.253,2018-02-16,3.9,8
24697,The Banishment,,,,,[18],25142,5.247,2018-01-18,7.2,50
24698,Boys,,,,,"[18, 10749, 10770]",548537,5.243,2018-08-28,7.0,39
24699,Your Move,,,,,"[28, 53]",490017,5.243,2018-06-05,5.1,12
24700,Love on the Slopes,,,,,"[10770, 10749]",493762,5.24,2018-01-06,6.1,24
24701,Vampire Clay,,,,,[27],470821,5.229,2018-04-20,6.9,8
24702,Birthmarked,,,,,[35],476046,5.222,2018-03-30,5.9,33
24703,Dirt,,,,,[18],480823,5.22,2018-03-07,6.2,25
24704,Rideshare,,,,,[53],518200,5.206,2018-04-13,4.5,6
24705,The Pass,,,,,"[18, 10749]",382475,5.205,2016-10-20,6.8,58
24706,A Kid Like Jake,,,,,[18],467917,5.198,2018-06-01,6.2,34
24707,A Better Tomorrow,,,,,"[18, 28, 80]",497768,5.189,2018-01-19,6.6,7
24708,6-Headed Shark Attack,,,,,"[28, 27, 878, 10770]",522438,5.189,2018-08-28,5.3,9
24709,Minutes to Midnight,,,,,"[27, 28]",365651,5.187,2018-07-03,4.3,6
24710,Aardvark,,,,,[18],419473,5.181,2018-04-13,5.4,11
24711,The 2018 Rose Parade Hosted by Cord & Tish,,,,,[35],495781,5.179,2018-01-01,6.3,6
24712,Joe Rogan: Strange Times,,,,,[35],550248,5.166,2018-10-02,7.7,20
24713,McQueen,,,,,[99],508003,5.152,2018-04-22,8.2,42
24714,Untogether,,,,,"[35, 18]",424651,5.139,2019-02-08,6.9,8
24715,Measure of a Man,,,,,"[35, 18]",411996,5.135,2018-05-11,5.4,15
24716,"Yes, I Do",,,,,"[10749, 10770]",529250,5.12,2018-06-30,6.5,12
24717,Demetri Martin: The Overthinker,,,,,[35],538523,5.094,2018-08-10,7.6,20
24718,The Cleanse,,,,,"[18, 35, 14]",298096,5.075,2018-05-04,5.6,26
24719,One Winter Weekend,,,,,"[10749, 10770]",491411,5.051,2018-01-20,6.0,14
24720,Hailey Dean Mystery: A Will to Kill,,,,,"[9648, 10770]",529371,5.046,2018-06-17,5.8,5
24721,EGG,,,,,"[18, 35]",511577,5.035,2019-01-18,4.8,4
24722,And Breathe Normally,,,,,[18],489982,5.023,2018-01-22,7.8,30
24723,The Axiom,,,,,[27],517166,5.023,2018-12-07,5.8,8
24724,The Rachel Divide,,,,,[99],510073,5.015,2018-04-23,6.4,20
24725,Dark Money,,,,,[99],490780,5.006,2018-01-22,6.6,5
24726,Under the Tree,Magn.,67600.0,,2018.0,"[18, 35]",472640,5.005,2018-07-06,7.2,36
24727,Ava,,,,,[18],453354,5.004,2017-11-14,6.1,65
24728,Blue Iguana,,,,,"[53, 10749, 35, 28]",471429,4.993,2018-08-24,6.6,27
24729,All Square,,,,,"[35, 18]",502141,4.99,2018-10-12,6.0,5
24730,The Manor,,,,,[27],522282,4.986,2018-05-15,4.6,5
24731,Bungo Stray Dogs: Dead Apple,,,,,"[16, 28, 35, 9648]",483455,4.983,2018-05-02,8.1,17
24732,Genesis 2.0,,,,,[99],493016,4.977,2018-01-20,7.0,2
24733,Submission,,,,,[18],414454,4.975,2018-03-02,6.0,8
24734,Ranam,,,,,[28],501606,4.964,2018-09-07,5.5,7
24735,Fishbowl California,,,,,"[35, 18]",513568,4.959,2018-05-01,6.8,7
24736,Aadhi,,,,,"[28, 53]",464670,4.957,2018-02-08,5.5,10
24737,High Resolution,,,,,"[18, 10749]",496186,4.956,2018-10-01,6.5,7
24738,Mega Time Squad,,,,,"[35, 878, 28, 80, 12]",521936,4.952,2018-07-16,6.2,13
24739,Crayon Shin-chan: Burst Serving! Kung Fu Boys ~Ramen Rebellion~,,,,,"[35, 12, 16]",507562,4.943,2018-04-30,4.8,16
24740,The Hollow Child,,,,,"[53, 27]",433419,4.941,2018-05-18,5.2,26
24741,Christmas Joy,,,,,"[10751, 10770, 10749]",535812,4.936,2018-11-03,6.4,19
24742,One Good Cop,,,,,"[18, 28, 80]",71142,4.927,1991-05-03,5.0,23
24743,Under the Autumn Moon,,,,,"[10749, 10770]",547242,4.923,2018-10-13,6.0,7
24744,Let the Sunshine In,,,,,"[35, 18, 10749]",431017,4.913,2018-04-27,5.0,69
24745,No One Would Tell,,,,,"[18, 53, 9648, 10770]",548682,4.904,2018-09-16,10.0,2
24746,Alcatraz,,,,,"[28, 80]",559700,4.901,2018-06-18,3.2,6
24747,One Small Step,,,,,"[16, 12, 10751, 14]",549484,4.895,2018-06-25,7.9,54
24748,American Dresser,,,,,"[12, 18]",548786,4.887,2018-09-21,5.8,4
24749,Love at Sea,,,,,"[10749, 10770]",525455,4.887,2018-08-11,5.4,6
24750,I'm Not Here,,,,,[18],411139,4.871,2019-03-08,6.0,10
24751,Age of Summer,,,,,[35],545957,4.868,2018-09-07,5.4,8
24752,Survivor's Guide to Prison,,,,,[99],461234,4.865,2018-02-23,6.5,12
24753,Aliens Ate My Homework,,,,,"[10751, 12, 35]",505618,4.852,2018-03-06,4.8,8
24754,Yardie,,,,,[80],420915,4.841,2018-01-20,5.3,15
24755,The Beach House,,,,,"[10770, 10749, 18]",521190,4.827,2018-04-28,6.4,17
24756,The Redeemed and the Dominant: Fittest on Earth,,,,,[99],504769,4.823,2018-03-23,7.7,9
24757,Pin Cushion,,,,,[18],473706,4.823,2018-07-20,6.9,20
24758,"Love, Gilda",,,,,[99],511972,4.822,2018-04-18,7.2,17
24759,Blinky Bill the Movie,,,,,"[10751, 16]",339669,4.82,2018-12-31,5.3,18
24760,Museo,Vita.,149000.0,,2018.0,"[80, 18]",477654,4.819,2018-09-14,6.5,37
24761,The Queen of Sin,,,,,"[53, 10770]",523354,4.819,2018-05-09,3.6,11
24762,Bigger,,,,,[18],481370,4.814,2018-10-13,6.3,7
24763,Number 37,,,,,[53],502193,4.814,2018-11-09,5.8,5
24764,Holiday,,,,,"[18, 53]",490033,4.813,2019-02-22,5.5,25
24765,The Chaperone,,,,,[18],476344,4.808,2019-03-29,4.0,2
24766,Bodied,,,,,"[18, 35]",431491,4.801,2018-11-02,7.5,40
24767,Science Fair,,,,,[99],493121,4.791,2018-09-14,6.8,6
24768,Road to Christmas,,,,,"[10751, 10749, 10770]",550017,4.784,2018-11-04,6.4,14
24769,Lu Over the Wall,,,,,"[16, 10751, 14, 12, 35, 10402]",436120,4.775,2018-05-11,7.5,28
24770,God Bless the Broken Road,,,,,"[18, 10751, 10749]",434767,4.774,2018-09-07,6.0,7
24771,Mingle All the Way,,,,,"[10749, 10770]",550022,4.769,2018-12-01,7.0,11
24772,Half the Picture,,,,,[99],490071,4.763,2018-06-08,5.0,4
24773,All Light Will End,,,,,"[27, 53]",513510,4.759,2018-03-24,6.1,10
24774,Gosnell: The Trial of America's Biggest Serial Killer,,,,,"[18, 80]",537751,4.758,2018-10-12,5.4,9
24775,Wedding March 3: Here Comes the Bride,,,,,"[10770, 10749]",505720,4.753,2018-02-17,5.3,6
24776,A Shoe Addict's Christmas,,,,,"[10749, 18, 10770, 14]",535809,4.752,2018-11-25,6.9,13
24777,Amateurs,,,,,[35],377281,4.744,2018-04-21,5.3,4
24778,Becoming Astrid,MBox,120000.0,,2018.0,[18],484428,4.734,2018-11-23,7.4,28
24779,A Summer to Remember,,,,,"[10770, 18, 10749]",531837,4.731,2018-08-04,7.4,5
24780,Lifechanger,,,,,"[27, 53]",532645,4.729,2018-12-05,6.7,11
24781,Haunting on Fraternity Row,,,,,[27],551608,4.724,2018-11-02,4.8,8
24782,Path of Blood,,,,,[99],531664,4.716,2018-07-13,6.7,10
24783,Living Among Us,,,,,"[53, 27, 878, 14]",481849,4.704,2018-02-02,5.4,15
24784,Women & Sometimes Men,,,,,"[18, 10749]",528390,4.704,2017-10-21,5.0,3
24785,The Ballerina,,,,,"[53, 18, 27]",498596,4.695,2017-10-20,6.2,11
24786,Mrs. Hyde,,,,,"[14, 35]",446171,4.689,2018-04-27,4.0,42
24787,The Matchmaker's Playbook,,,,,[10749],510938,4.686,2018-03-15,6.0,10
24788,Mistress Hunter,,,,,[53],512173,4.667,2018-03-16,5.7,3
24789,Love Beats Rhymes,,,,,"[10402, 18]",376658,4.657,2017-12-01,5.7,58
24790,Kevin James: Never Don't Give Up,,,,,[35],519804,4.652,2018-04-24,6.4,20
24791,Honor Up,,,,,[28],492684,4.648,2018-02-16,5.0,8
24792,Scooby-Doo! and the Gourmet Ghost,,,,,"[16, 12, 80]",533592,4.64,2018-08-28,6.5,9
24793,Better Start Running,,,,,"[18, 35]",482088,4.634,2018-04-28,5.7,7
24794,Marlon Wayans: Woke-ish,,,,,[35],507729,4.627,2018-02-27,6.6,24
24795,In a Relationship,,,,,[10749],448447,4.617,2018-11-09,6.5,24
24796,Tinker',,,,,"[18, 14, 878]",562334,4.617,2018-11-16,4.8,4
24797,Krampus Origins,,,,,[27],559740,4.617,2018-11-06,4.0,4
24798,A Veteran's Christmas,,,,,"[10770, 10751]",551863,4.616,2018-11-11,6.9,7
24799,F.R.E.D.I.,,,,,"[878, 10751, 12]",487509,4.614,2018-05-03,6.1,10
24800,Peter Pan: The Quest for the Never Book,,,,,"[16, 12]",557181,4.613,2018-10-19,0.0,4
24801,Trevor Noah: Son of Patricia,,,,,"[35, 10770]",558341,4.612,2018-11-20,7.2,39
24802,Children of the Corn: Runaway,,,,,[27],445710,4.606,2018-03-13,5.9,17
24803,Pass Over,,,,,[18],501154,4.605,2018-01-26,7.4,5
24804,"Pride, Prejudice and Mistletoe",,,,,"[10749, 10770]",535810,4.604,2018-11-23,6.3,14
24805,Lifeboat,,,,,[99],543809,4.602,2018-05-24,7.2,9
24806,Hospitality,,,,,[53],560412,4.597,2018-12-07,5.9,8
24807,Darkness Reigns,,,,,[27],531101,4.596,2018-07-10,6.0,7
24808,Plagi Breslau,,,,,"[80, 28, 53]",557336,4.568,2018-11-29,7.3,9
24809,Active Measures,,,,,[99],521862,4.566,2018-08-31,8.7,7
24810,Christmas at Graceland,,,,,"[10770, 10751, 10749]",535808,4.53,2018-11-17,6.1,14
24811,Twinsanity,,,,,"[53, 27]",550870,4.527,2018-04-12,3.8,4
24812,Aravinda Sametha Veera Raghava,,,,,"[28, 18]",534530,4.507,2018-10-11,8.9,7
24813,Midnighters,,,,,[53],460279,4.498,2018-03-02,6.0,21
24814,Jane,,,,,[99],470819,4.494,2017-10-05,7.7,39
24815,Teefa in Trouble,,,,,"[18, 35, 28, 80]",506971,4.486,2018-07-20,7.6,11
24816,Krystal,,,,,"[18, 35]",10148,4.482,2018-04-13,4.1,21
24817,The Farm,,,,,"[53, 9648, 27]",517764,4.482,2018-04-20,4.0,18
24818,I Am Paul Walker,,,,,[99],538161,4.48,2018-08-11,7.2,9
24819,Trial by Fire,,,,,[18],481880,4.48,2019-05-17,7.0,3
24820,Butterflies,,,,,"[18, 35]",491303,4.477,2018-01-22,7.5,22
24821,Dead Squad: Temple of the Undead,,,,,[27],516082,4.477,2018-10-21,4.5,4
24822,Past Malice: An Emma Fielding Mystery,,,,,"[9648, 80]",494467,4.456,2018-01-14,5.5,11
24823,The Mercy of the Jungle,,,,,"[10752, 18]",515348,4.448,2018-10-12,5.5,3
24824,Buñuel in the Labyrinth of the Turtles,,,,,"[16, 18]",510318,4.432,2018-10-20,8.0,2
24825,Bill Maher: Live From Oklahoma,,,,,[35],533972,4.43,2018-07-07,6.8,8
24826,Best F(r)iends: Volume 2,,,,,"[28, 35, 53]",497796,4.43,2018-06-01,6.8,6
24827,A Very Nutty Christmas,,,,,"[10770, 10751]",550651,4.43,2018-11-30,5.5,10
24828,Mail Order Monster,,,,,"[18, 10751, 878]",554979,4.423,2018-11-06,5.6,5
24829,Lasso,,,,,"[27, 53]",532636,4.421,2018-11-13,6.9,8
24830,Tig Notaro: Happy To Be Here,,,,,[35],521512,4.418,2018-05-22,6.2,20
24831,Lemonade,,,,,[18],500824,4.4,2018-04-19,8.0,5
24832,The Amityville Murders,,,,,[27],473902,4.387,2018-10-09,5.1,17
24833,Golden Exits,,,,,[18],407719,4.369,2018-02-09,6.2,25
24834,Secret Millionaire,,,,,"[10749, 10770]",497411,4.367,2018-01-06,7.2,10
24835,Studio 54,,,,,[99],493101,4.365,2018-10-05,6.8,20
24836,Believe Me: The Abduction of Lisa McVey,,,,,"[10770, 18]",550776,4.356,2018-09-30,6.0,3
24837,Liz and the Blue Bird,,,,,"[10402, 16, 18]",482150,4.345,2018-11-09,7.4,10
24838,Our New President,,,,,[99],489992,4.344,2018-01-18,6.0,2
24839,Dirty Computer,,,,,"[18, 10749, 878]",517582,4.316,2018-04-23,8.2,16
24840,John Leguizamo's Latin History for Morons,,,,,[35],557606,4.304,2018-11-05,7.3,13
24841,Cooking with Love,,,,,"[35, 10770, 10749]",497515,4.302,2018-02-11,6.3,7
24842,Deadman Standing,,,,,"[53, 37]",547116,4.298,2018-04-15,6.0,1
24843,Neurotic Quest for Serenity,,,,,[35],361787,4.298,2018-03-11,5.2,51
24844,"Roxanne, Roxanne",,,,,[18],426257,4.29,2017-01-22,6.0,53
24845,Dry Martina,,,,,"[35, 18]",510338,4.287,2018-04-19,7.1,6
24846,The Royal Wedding Live with Cord and Tish!,,,,,[35],522440,4.28,2018-05-19,6.0,4
24847,The Pact,,,,,"[27, 53, 18]",517320,4.276,2018-08-17,5.2,26
24848,An Acceptable Loss,,,,,"[53, 18]",553882,4.266,2019-01-18,5.6,7
24849,Welcome the Stranger,,,,,"[18, 9648, 53, 878]",413852,4.266,2018-03-20,5.1,23
24850,Silencer,,,,,[28],528484,4.229,2018-08-30,6.0,7
24851,The Basement,,,,,[27],435097,4.226,2018-09-14,3.9,24
24852,The Swan Princess: A Royal Myztery,,,,,"[10751, 16, 12, 35]",510096,4.218,2018-03-27,6.7,5
24853,Reap What You Sew: An Aurora Teagarden Mystery,,,,,"[10770, 9648, 80, 18]",515696,4.217,2018-04-15,5.7,7
24854,The Field Guide to Evil,,,,,[27],436549,4.201,2018-03-11,5.4,11
24855,Marrying Mr. Darcy,,,,,"[10749, 10770]",525452,4.2,2018-06-02,6.0,7
24856,Smuggling Hendrix,,,,,"[35, 18]",512092,4.195,2018-04-20,6.6,11
24857,The Trough,,,,,"[80, 28, 53, 18, 53]",521288,4.185,2018-05-04,6.5,4
24858,Little Woods,,,,,"[18, 53, 37]",451918,4.183,2019-04-19,5.3,9
24859,An Interview with God,,,,,"[18, 9648]",534338,4.169,2018-08-20,7.0,44
24860,A Christmas in Royal Fashion,,,,,"[18, 10749]",565926,4.154,2018-12-16,5.8,4
24861,Christmas on Honeysuckle Lane,,,,,"[10770, 10749]",553798,4.145,2018-11-24,6.1,7
24862,Killer High,,,,,"[27, 35, 10770]",555249,4.142,2018-10-20,4.8,8
24863,Odds Are,,,,,[53],514952,4.134,2018-01-01,6.8,3
24864,Generation Wealth,,,,,[99],493014,4.132,2018-01-18,7.4,19
24865,Just Charlie,,,,,[18],441146,4.131,2018-01-30,7.5,10
24866,Pearl in Paradise,,,,,"[35, 10749]",531836,4.13,2018-08-18,5.4,9
24867,Rust,,,,,[18],489991,4.11,2018-01-20,6.8,19
24868,Nostalgia,,,,,[18],442709,4.108,2018-02-16,6.2,11
24869,The Last Movie Star,,,,,[18],451204,4.103,2018-03-30,6.5,33
24870,Christmas at Grand Valley,,,,,"[10749, 10770]",550024,4.101,2018-12-22,7.3,3
24871,Rangasthalam,,,,,"[28, 18]",461126,4.101,2018-03-29,6.7,11
24872,Deadly Deed: A Fixer Upper Mystery,,,,,"[9648, 10770]",506460,4.096,2018-03-11,5.0,9
24873,The Harvesting,,,,,"[53, 27]",432524,4.095,2018-12-06,6.7,16
24874,Lobster Cop,,,,,"[35, 80, 53]",527415,4.083,2018-06-22,0.0,1
24875,Trico Tri Happy Halloween,,,,,"[10751, 27, 35]",512584,4.073,2018-09-28,1.0,1
24876,Royal Hearts,,,,,"[10770, 10749]",505723,4.06,2018-02-24,6.4,15
24877,Christmas Harmony,,,,,"[35, 18, 10402, 10770]",525020,4.057,2018-11-24,5.3,3
24878,A Father's Nightmare,,,,,"[53, 10770]",507781,4.052,2018-09-16,4.0,1
24879,Breaking Brooklyn,,,,,"[18, 10751, 10402, 10749]",461923,4.045,2018-11-06,8.3,3
24880,Starfish,,,,,"[18, 27, 878]",542713,4.033,2018-09-27,5.6,5
24881,Swiped,,,,,"[35, 18]",535437,4.025,2018-11-06,5.8,11
24882,Aurora Teagarden Mysteries: The Disappearing Game,,,,,"[9648, 10770, 18, 80, 9648]",531158,4.025,2018-07-29,5.6,8
24883,Genesis: The Fall of Eden,,,,,[878],463325,4.024,2018-04-21,3.9,9
24884,All About Nina,,,,,"[35, 18]",483435,4.018,2018-09-28,6.5,11
24885,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,,,,,[99],502157,4.015,2018-03-10,7.1,15
24886,A Godwink Christmas,,,,,"[10770, 10751, 10749]",549313,4.009,2018-11-17,7.1,6
24887,Tom and Grant,,,,,[35],476900,4.004,2018-07-21,4.0,5
24888,Con Man,,,,,[18],454648,3.989,2018-01-30,4.7,6
24889,The Christmas Contract,,,,,"[10749, 10770]",550655,3.973,2018-11-22,6.3,13
24890,The Outer Wild,,,,,"[14, 12, 18]",505860,3.963,2018-09-28,4.5,4
24891,Ruin Me,,,,,"[27, 53]",401272,3.958,2018-07-24,5.5,21
24892,This Changes Everything,,,,,[99],541577,3.955,2019-06-28,0.0,1
24893,The Legend of Cocaine Island,,,,,[99],589023,3.947,2018-04-20,6.8,16
24894,DriverX,,,,,[18],515920,3.945,2018-11-30,5.6,7
24895,Alone We Fight,,,,,[10752],559578,3.942,2018-11-06,5.0,4
24896,Northern Lights of Christmas,,,,,"[18, 10749, 10770]",550079,3.936,2018-12-15,7.3,3
24897,My Secret Valentine,,,,,"[10749, 10770]",497514,3.934,2018-02-03,6.0,20
24898,The Lucky Man,,,,,"[28, 18, 878]",413138,3.932,2018-01-16,6.0,5
24899,"Very, Very, Valentine",,,,,"[10749, 10770]",499128,3.931,2018-02-10,7.5,6
24900,The Terrible Two,,,,,[27],504255,3.927,2018-03-06,3.2,6
24901,Warning Shot,,,,,"[18, 53]",456178,3.911,2018-09-14,4.7,6
24902,It Came from the Desert,,,,,"[27, 28, 35]",408490,3.906,2018-05-29,5.0,27
24903,Champion,,,,,[18],520358,3.903,2018-05-18,6.2,6
24904,Return to Christmas Creek,,,,,"[10751, 10770]",554279,3.902,2018-11-18,6.5,6
